p1_category	p1	p2_category	p2	rg	se	z	p	q
Protein	A/G	Other biochemical	APTT	-0.0334	0.0937	-0.3564	0.72151	0.905230282
Protein	A/G	Other biochemical	PT	-0.0773	0.0739	-1.0459	0.29563	0.670345732
Protein	A/G	Other biochemical	Fbg	-0.1979	0.2258	-0.8765	0.38076	0.73632403
Protein	A/G	Other biochemical	CK	0.0503	0.056	0.8985	0.36893	0.729295786
Protein	A/G	Other biochemical	LDH	0.0079	0.0813	0.0977	0.92213	0.977889003
Protein	A/G	Other biochemical	CRP	-0.4513	0.1598	-2.8235	0.0047502	0.062005944
Protein	A/G	Hematological	WBC	-0.1086	0.058	-1.8729	0.061081	0.322450579
Protein	A/G	Hematological	Neutro	0.013	0.0557	0.2331	0.8157	0.93811489
Protein	A/G	Hematological	Eosino	-0.1215	0.0788	-1.5432	0.12277	0.451848985
Protein	A/G	Hematological	Baso	-0.0477	0.0835	-0.5706	0.56824	0.842554885
Protein	A/G	Hematological	Mono	-0.2154	0.0702	-3.0697	0.0021431	0.035410884
Protein	A/G	Hematological	Lym	-0.1185	0.0777	-1.5245	0.12738	0.459318674
Protein	A/G	Hematological	RBC	0.0698	0.0496	1.4058	0.1598	0.511381649
Protein	A/G	Hematological	Hb	0.092	0.0645	1.4272	0.15351	0.501790618
Protein	A/G	Hematological	Ht	0.0866	0.062	1.3957	0.16281	0.516664473
Protein	A/G	Hematological	MCV	-0.0154	0.0412	-0.3751	0.7076	0.90257998
Protein	A/G	Hematological	MCH	2.00E-04	0.0429	0.0046	0.99634	0.998204328
Protein	A/G	Hematological	MCHC	0.0956	0.069	1.3856	0.16586	0.52043891
Protein	A/G	Hematological	Plt	-0.1559	0.0455	-3.4255	0.00061373	0.013733524
Protein	A/G	Blood pressure	SBP	-0.1039	0.047	-2.2096	0.02713	0.20894822
Protein	A/G	Blood pressure	DBP	-0.0962	0.0481	-2.0007	0.04542	0.277304037
Protein	A/G	Blood pressure	MAP	-0.1046	0.0457	-2.2905	0.021992	0.18016877
Protein	A/G	Blood pressure	PP	-0.079	0.0544	-1.4529	0.14627	0.488126255
Protein	A/G	Echocardiographic	IVS	0.0977	0.1345	0.7263	0.46768	0.784738966
Protein	A/G	Echocardiographic	PW	-0.0443	0.0888	-0.4992	0.61763	0.866757962
Protein	A/G	Echocardiographic	LVDd	-0.0946	0.0881	-1.0736	0.283	0.663212448
Protein	A/G	Echocardiographic	LVDs	-0.0685	0.0852	-0.8036	0.42164	0.763466112
Protein	A/G	Echocardiographic	LVM	-0.0357	0.0746	-0.4779	0.63271	0.870281826
Protein	A/G	Echocardiographic	LVMI	-0.018	0.0827	-0.2174	0.82793	0.943337853
Protein	A/G	Echocardiographic	RWT	0.0402	0.1064	0.3772	0.70603	0.90257998
Protein	A/G	Echocardiographic	FS	0.0573	0.1057	0.5419	0.58791	0.856812639
Protein	A/G	Echocardiographic	EF	0.0719	0.1031	0.6974	0.48555	0.795463048
Protein	A/G	Metabolic disease	T2D	-0.1471	0.0467	-3.1526	0.0016182	0.02880396
Protein	A/G	Cardiovascular disease	IS	-0.1211	0.0743	-1.6302	0.10306	0.421276576
Protein	A/G	Cardiovascular disease	CeAn	-0.0482	0.0769	-0.6273	0.53048	0.822096557
Protein	A/G	Cardiovascular disease	MI	-0.1741	0.0532	-3.2733	0.0010629	0.0210218
Protein	A/G	Cardiovascular disease	PAD	-0.1954	0.0758	-2.5773	0.009958	0.106758078
Protein	A/G	Cardiovascular disease	AF	-0.0952	0.0613	-1.5515	0.12078	0.449595513
Protein	A/G	Allergic disease	Asthma	-0.122	0.0658	-1.8529	0.06389	0.328769041
Protein	A/G	Allergic disease	AD	-0.1176	0.1054	-1.115	0.26483	0.648993121
Protein	A/G	Autoimmune disease	GD	-0.1161	0.0779	-1.4897	0.1363	0.475145979
Protein	A/G	Autoimmune disease	RA	-0.0751	0.0716	-1.0493	0.29403	0.6696042
Protein	A/G	Infectious disease	CHB	-0.1665	0.1529	-1.0893	0.276	0.660088532
Protein	A/G	Infectious disease	CHC	-0.0458	0.0968	-0.4726	0.63652	0.871238141
Protein	A/G	Hematologic disease	Anemia	-0.0387	0.1466	-0.2639	0.79183	0.929953127
Protein	A/G	Psychiatric disease	BD	-0.0034	0.0879	-0.0384	0.96938	0.993040417
Protein	A/G	Psychiatric disease	SCZ	0.0492	0.0688	0.7151	0.47457	0.790735888
Protein	A/G	Musculoskeletal disease	AIS	-0.118	0.061	-1.9354	0.052937	0.300872702
Protein	A/G	Musculoskeletal	Osteoporosis	0.064	0.1706	0.3753	0.70741	0.90257998
Protein	A/G	Tumor	LuCa	-0.0426	0.1445	-0.2948	0.76811	0.921380055
Protein	A/G	Tumor	GaCa	0.0884	0.0935	0.9458	0.34424	0.711300011
Protein	A/G	Tumor	EsCa	-0.063	0.0908	-0.6938	0.48778	0.796558165
Protein	A/G	Tumor	CoCa	0.0349	0.0921	0.3788	0.70486	0.90257998
Protein	A/G	Tumor	PrCa	0.0301	0.075	0.4018	0.6878	0.896110465
Protein	A/G	Tumor	BrCa	0.118	0.0967	1.2203	0.22235	0.59951967
Protein	A/G	Tumor	EnCa	0.1387	0.1307	1.0618	0.28834	0.666551717
Protein	A/G	Tumor	UF	0.0457	0.0947	0.4829	0.62916	0.868449263
Protein	A/G	Other	Glaucoma	-0.0911	0.0817	-1.1149	0.26488	0.648993121
Protein	A/G	Other	COPD	0.0071	0.0951	0.075	0.94021	0.984455176
Protein	A/G	Other	Epilepsy	-0.171	0.1571	-1.0886	0.27632	0.660088532
Protein	A/G	Other	Pollinosis	-0.1714	0.1089	-1.5741	0.11547	0.440130973
Protein	A/G	Other	Urolithiasis	-0.0177	0.0784	-0.2251	0.8219	0.941832351
Kidney-related	BUN	Kidney-related	sCr	0.3842	0.0533	7.2053	5.79E-13	4.54E-11
Kidney-related	BUN	Kidney-related	eGFR	-0.3961	0.0532	-7.4523	9.18E-14	7.33E-12
Kidney-related	BUN	Kidney-related	UA	0.0524	0.0682	0.7695	0.44161	0.769949591
Kidney-related	BUN	Electrolyte	Na	0.0205	0.0654	0.3136	0.75383	0.916485029
Kidney-related	BUN	Electrolyte	K	0.1524	0.0632	2.4102	0.015943	0.14519253
Kidney-related	BUN	Electrolyte	Cl	0.0174	0.0698	0.2494	0.80306	0.935345275
Kidney-related	BUN	Electrolyte	Ca	0.0248	0.067	0.3705	0.71101	0.903018476
Kidney-related	BUN	Electrolyte	P	0.1262	0.0927	1.3622	0.17315	0.531961725
Kidney-related	BUN	Liver-related	TBil	0.0082	0.0548	0.1494	0.88127	0.963635215
Kidney-related	BUN	Liver-related	ZTT	-0.1456	0.1292	-1.1266	0.25992	0.64419808
Kidney-related	BUN	Liver-related	AST	-0.0436	0.0734	-0.5934	0.5529	0.835121358
Kidney-related	BUN	Liver-related	ALT	-0.0647	0.0766	-0.8452	0.39798	0.745551177
Kidney-related	BUN	Liver-related	ALP	0.0043	0.0448	0.0955	0.92395	0.977889003
Kidney-related	BUN	Liver-related	GGT	-0.1286	0.0881	-1.4606	0.14413	0.486827708
Kidney-related	BUN	Other biochemical	APTT	0.0102	0.1042	0.0976	0.92224	0.977889003
Kidney-related	BUN	Other biochemical	PT	0.0847	0.0777	1.0909	0.27532	0.659824431
Kidney-related	BUN	Other biochemical	Fbg	0.0256	0.1933	0.1324	0.89464	0.968233435
Kidney-related	BUN	Other biochemical	CK	0.1143	0.0452	2.5308	0.011379	0.114731753
Kidney-related	BUN	Other biochemical	LDH	0.0877	0.0629	1.393	0.16361	0.517652181
Kidney-related	BUN	Other biochemical	CRP	0.1712	0.1377	1.2436	0.21363	0.588308776
Kidney-related	BUN	Hematological	WBC	0.0307	0.0543	0.566	0.57142	0.843452966
Kidney-related	BUN	Hematological	Neutro	0.0479	0.0643	0.7459	0.45571	0.776744306
Kidney-related	BUN	Hematological	Eosino	-0.0621	0.0612	-1.0149	0.31017	0.683518
Kidney-related	BUN	Hematological	Baso	-0.0142	0.0655	-0.2163	0.82873	0.943893783
Kidney-related	BUN	Hematological	Mono	0.016	0.0568	0.2813	0.77846	0.92410003
Kidney-related	BUN	Hematological	Lym	-0.0404	0.0643	-0.6284	0.52975	0.821910063
Kidney-related	BUN	Hematological	RBC	-0.0629	0.068	-0.9254	0.35476	0.71487144
Kidney-related	BUN	Hematological	Hb	-0.1307	0.0537	-2.4325	0.014995	0.13881896
Kidney-related	BUN	Hematological	Ht	-0.0995	0.0595	-1.6711	0.09471	0.40350515
Kidney-related	BUN	Hematological	MCV	-0.0244	0.0622	-0.3916	0.69532	0.898045224
Kidney-related	BUN	Hematological	MCH	-0.0548	0.0709	-0.7731	0.43944	0.76994827
Kidney-related	BUN	Hematological	MCHC	-0.1141	0.0759	-1.5023	0.13302	0.470132058
Kidney-related	BUN	Hematological	Plt	-0.03	0.0678	-0.4423	0.65829	0.881635705
Kidney-related	BUN	Blood pressure	SBP	0.0407	0.0784	0.5191	0.60371	0.863019016
Kidney-related	BUN	Blood pressure	DBP	0.0168	0.0808	0.2082	0.83507	0.946767261
Kidney-related	BUN	Blood pressure	MAP	0.0232	0.0809	0.2863	0.77464	0.922520146
Kidney-related	BUN	Blood pressure	PP	0.0491	0.0685	0.7169	0.47343	0.789587683
Kidney-related	BUN	Echocardiographic	IVS	0.1914	0.154	1.2423	0.21413	0.589271314
Kidney-related	BUN	Echocardiographic	PW	0.0412	0.1038	0.3968	0.69152	0.89688196
Kidney-related	BUN	Echocardiographic	LVDd	-0.0129	0.0826	-0.1565	0.87562	0.961994874
Kidney-related	BUN	Echocardiographic	LVDs	-0.0221	0.0825	-0.2681	0.78864	0.928816313
Kidney-related	BUN	Echocardiographic	LVM	0.0388	0.0808	0.48	0.63121	0.870246692
Kidney-related	BUN	Echocardiographic	LVMI	0.02	0.089	0.2248	0.8221	0.941832351
Kidney-related	BUN	Echocardiographic	RWT	0.0218	0.1107	0.1973	0.84357	0.950692109
Kidney-related	BUN	Echocardiographic	FS	0.0511	0.1183	0.4323	0.66554	0.88649198
Kidney-related	BUN	Echocardiographic	EF	0.1823	0.1137	1.6032	0.10889	0.429382513
Kidney-related	BUN	Metabolic disease	T2D	0.0355	0.0526	0.6756	0.49932	0.803005057
Kidney-related	BUN	Cardiovascular disease	IS	-0.0812	0.0804	-1.0105	0.31228	0.684325925
Kidney-related	BUN	Cardiovascular disease	CeAn	0.0398	0.0734	0.5422	0.58771	0.856812639
Kidney-related	BUN	Cardiovascular disease	MI	0.0622	0.0761	0.8182	0.41322	0.756153981
Kidney-related	BUN	Cardiovascular disease	PAD	0.1309	0.0767	1.7069	0.087833	0.393910351
Kidney-related	BUN	Cardiovascular disease	AF	-0.0058	0.0657	-0.0878	0.93	0.981003339
Kidney-related	BUN	Allergic disease	Asthma	0.0345	0.0687	0.5025	0.6153	0.866121265
Kidney-related	BUN	Allergic disease	AD	-0.0518	0.0879	-0.5894	0.55559	0.836270522
Kidney-related	BUN	Autoimmune disease	GD	-0.0401	0.0756	-0.5314	0.59517	0.860105969
Kidney-related	BUN	Autoimmune disease	RA	-0.067	0.0596	-1.1238	0.26111	0.644301676
Kidney-related	BUN	Infectious disease	CHB	-0.021	0.1309	-0.1604	0.87259	0.960928695
Kidney-related	BUN	Infectious disease	CHC	-0.0099	0.1034	-0.0957	0.92375	0.977889003
Kidney-related	BUN	Hematologic disease	Anemia	-0.058	0.1399	-0.4147	0.67837	0.893111261
Kidney-related	BUN	Psychiatric disease	BD	-0.0267	0.0825	-0.3241	0.74584	0.912522199
Kidney-related	BUN	Psychiatric disease	SCZ	-0.0535	0.0654	-0.8192	0.41268	0.755872254
Kidney-related	BUN	Musculoskeletal disease	AIS	0.0911	0.0637	1.4303	0.15263	0.49962533
Kidney-related	BUN	Musculoskeletal	Osteoporosis	0.3237	0.1936	1.6717	0.094583	0.40350515
Kidney-related	BUN	Tumor	LuCa	-0.1645	0.1878	-0.8756	0.38125	0.736547014
Kidney-related	BUN	Tumor	GaCa	0.0685	0.1254	0.5466	0.58464	0.853434037
Kidney-related	BUN	Tumor	EsCa	-0.0513	0.1367	-0.3755	0.70731	0.90257998
Kidney-related	BUN	Tumor	CoCa	0.0332	0.0927	0.3585	0.71997	0.905230282
Kidney-related	BUN	Tumor	PrCa	0.0365	0.0705	0.5172	0.60503	0.863446603
Kidney-related	BUN	Tumor	BrCa	-0.0122	0.0914	-0.133	0.89417	0.968086735
Kidney-related	BUN	Tumor	EnCa	0.2106	0.142	1.4832	0.13803	0.478341133
Kidney-related	BUN	Tumor	UF	0.0423	0.0868	0.4866	0.62651	0.867236889
Kidney-related	BUN	Other	Glaucoma	0.0673	0.0863	0.7802	0.43527	0.768911892
Kidney-related	BUN	Other	COPD	-0.2151	0.1047	-2.0549	0.039893	0.258216509
Kidney-related	BUN	Other	Epilepsy	-0.0181	0.1654	-0.1093	0.91292	0.975974535
Kidney-related	BUN	Other	Pollinosis	0.0316	0.105	0.3013	0.76318	0.919983548
Kidney-related	BUN	Other	Urolithiasis	0.0081	0.082	0.0987	0.9214	0.977889003
Kidney-related	sCr	Kidney-related	eGFR	-0.9995	0.0026	-377.6139	0	0
Kidney-related	sCr	Kidney-related	UA	0.1936	0.0606	3.1949	0.0013989	0.02565529
Kidney-related	sCr	Electrolyte	Na	0.0922	0.0556	1.6573	0.097467	0.407673134
Kidney-related	sCr	Electrolyte	K	0.1378	0.0599	2.3011	0.021387	0.179064957
Kidney-related	sCr	Electrolyte	Cl	0.2498	0.0606	4.1244	3.72E-05	0.001174042
Kidney-related	sCr	Electrolyte	Ca	-0.0884	0.0699	-1.2645	0.20605	0.58133415
Kidney-related	sCr	Electrolyte	P	-0.0273	0.0775	-0.3521	0.72477	0.905326737
Kidney-related	sCr	Liver-related	TBil	0.0012	0.0552	0.0218	0.98264	0.995325945
Kidney-related	sCr	Liver-related	ZTT	0.1722	0.1082	1.5916	0.11148	0.433951968
Kidney-related	sCr	Liver-related	AST	0.0139	0.0675	0.2056	0.83711	0.947776155
Kidney-related	sCr	Liver-related	ALT	-0.0743	0.0762	-0.9749	0.32959	0.702216779
Kidney-related	sCr	Liver-related	ALP	-0.0407	0.0438	-0.9306	0.35206	0.713837774
Kidney-related	sCr	Liver-related	GGT	-0.0409	0.0884	-0.4627	0.64357	0.875684545
Kidney-related	sCr	Other biochemical	APTT	0.0096	0.0956	0.1004	0.92	0.977889003
Kidney-related	sCr	Other biochemical	PT	0.0196	0.0653	0.301	0.76342	0.919983548
Kidney-related	sCr	Other biochemical	Fbg	-0.0682	0.1739	-0.3924	0.69474	0.898045224
Kidney-related	sCr	Other biochemical	CK	0.2471	0.0496	4.982	6.29E-07	2.90E-05
Kidney-related	sCr	Other biochemical	LDH	0.1427	0.067	2.1294	0.033224	0.234846903
Kidney-related	sCr	Other biochemical	CRP	0.0516	0.1026	0.503	0.61496	0.866121265
Kidney-related	sCr	Hematological	WBC	0.0213	0.0511	0.4176	0.67625	0.892549714
Kidney-related	sCr	Hematological	Neutro	0.0385	0.0625	0.6157	0.53807	0.82693814
Kidney-related	sCr	Hematological	Eosino	0.0068	0.0557	0.1226	0.9024	0.971624526
Kidney-related	sCr	Hematological	Baso	-0.0028	0.0569	-0.0499	0.96018	0.989861747
Kidney-related	sCr	Hematological	Mono	-0.0593	0.0482	-1.2314	0.21817	0.596615726
Kidney-related	sCr	Hematological	Lym	-0.0598	0.0538	-1.1111	0.26653	0.649792985
Kidney-related	sCr	Hematological	RBC	-0.0486	0.0647	-0.7523	0.4519	0.775484588
Kidney-related	sCr	Hematological	Hb	-0.106	0.0512	-2.0707	0.038385	0.252631361
Kidney-related	sCr	Hematological	Ht	-0.0928	0.056	-1.6585	0.097219	0.407673134
Kidney-related	sCr	Hematological	MCV	-0.0231	0.0607	-0.3812	0.70305	0.902078571
Kidney-related	sCr	Hematological	MCH	-0.0472	0.067	-0.7046	0.48107	0.793877
Kidney-related	sCr	Hematological	MCHC	-0.0599	0.0654	-0.9167	0.35932	0.71906551
Kidney-related	sCr	Hematological	Plt	-0.0636	0.067	-0.9495	0.34235	0.710021175
Kidney-related	sCr	Blood pressure	SBP	0.0618	0.0675	0.9148	0.36028	0.719457664
Kidney-related	sCr	Blood pressure	DBP	0.071	0.0698	1.0176	0.30885	0.683479887
Kidney-related	sCr	Blood pressure	MAP	0.0666	0.0695	0.957	0.33859	0.707763714
Kidney-related	sCr	Blood pressure	PP	0.0351	0.0591	0.5942	0.5524	0.835121358
Kidney-related	sCr	Echocardiographic	IVS	0.2223	0.1311	1.6962	0.089855	0.396252455
Kidney-related	sCr	Echocardiographic	PW	0.0937	0.0895	1.0477	0.29479	0.6696042
Kidney-related	sCr	Echocardiographic	LVDd	-0.0094	0.0641	-0.1467	0.88337	0.963855369
Kidney-related	sCr	Echocardiographic	LVDs	0.0295	0.0642	0.4603	0.64531	0.876378004
Kidney-related	sCr	Echocardiographic	LVM	0.0786	0.0697	1.1272	0.25968	0.64419808
Kidney-related	sCr	Echocardiographic	LVMI	-0.0186	0.0792	-0.2342	0.81482	0.93811489
Kidney-related	sCr	Echocardiographic	RWT	0.0822	0.087	0.9456	0.34434	0.711300011
Kidney-related	sCr	Echocardiographic	FS	-0.0682	0.0984	-0.6933	0.48812	0.796671953
Kidney-related	sCr	Echocardiographic	EF	-0.0495	0.0948	-0.5223	0.60148	0.862465686
Kidney-related	sCr	Metabolic disease	T2D	0.0863	0.0452	1.9094	0.056206	0.308699433
Kidney-related	sCr	Cardiovascular disease	IS	0.143	0.0713	2.0045	0.045018	0.276317379
Kidney-related	sCr	Cardiovascular disease	CeAn	0.0998	0.0662	1.5076	0.13166	0.467434778
Kidney-related	sCr	Cardiovascular disease	MI	0.1846	0.0648	2.8499	0.0043737	0.058606803
Kidney-related	sCr	Cardiovascular disease	PAD	0.1183	0.0693	1.7057	0.088063	0.393910351
Kidney-related	sCr	Cardiovascular disease	AF	0.0685	0.0637	1.0756	0.28212	0.663134406
Kidney-related	sCr	Allergic disease	Asthma	0.1826	0.0631	2.8944	0.0037987	0.053222636
Kidney-related	sCr	Allergic disease	AD	-0.0627	0.0805	-0.778	0.43654	0.76969412
Kidney-related	sCr	Autoimmune disease	GD	0.0333	0.0677	0.4916	0.62303	0.866757962
Kidney-related	sCr	Autoimmune disease	RA	-0.0458	0.0633	-0.7239	0.46912	0.784738966
Kidney-related	sCr	Infectious disease	CHB	0.0752	0.1214	0.619	0.53593	0.825610496
Kidney-related	sCr	Infectious disease	CHC	0.132	0.0807	1.6343	0.10219	0.418635146
Kidney-related	sCr	Hematologic disease	Anemia	-0.0262	0.1129	-0.2318	0.81669	0.938644977
Kidney-related	sCr	Psychiatric disease	BD	-0.159	0.0778	-2.0434	0.041012	0.26242319
Kidney-related	sCr	Psychiatric disease	SCZ	-0.0466	0.058	-0.8036	0.42163	0.763466112
Kidney-related	sCr	Musculoskeletal disease	AIS	-0.0863	0.0578	-1.4935	0.13532	0.473203711
Kidney-related	sCr	Musculoskeletal	Osteoporosis	0.0892	0.1328	0.6721	0.50153	0.804255315
Kidney-related	sCr	Tumor	LuCa	0.1579	0.1559	1.013	0.31105	0.683925772
Kidney-related	sCr	Tumor	GaCa	0.0889	0.1055	0.8423	0.39962	0.745551177
Kidney-related	sCr	Tumor	EsCa	0.1742	0.1369	1.2728	0.20308	0.575859001
Kidney-related	sCr	Tumor	CoCa	0.1068	0.0849	1.2585	0.20822	0.582592348
Kidney-related	sCr	Tumor	PrCa	-0.0125	0.062	-0.2012	0.84052	0.949912295
Kidney-related	sCr	Tumor	BrCa	0.1549	0.0828	1.8704	0.061427	0.322450579
Kidney-related	sCr	Tumor	EnCa	0.211	0.1365	1.5462	0.12207	0.451224972
Kidney-related	sCr	Tumor	UF	0.0052	0.084	0.0625	0.95018	0.988288149
Kidney-related	sCr	Other	Glaucoma	0.0384	0.071	0.5415	0.58817	0.856872664
Kidney-related	sCr	Other	COPD	0.093	0.0962	0.9677	0.33319	0.704901156
Kidney-related	sCr	Other	Epilepsy	0.0293	0.1349	0.2175	0.82784	0.943337853
Kidney-related	sCr	Other	Pollinosis	0.1146	0.0909	1.2612	0.20723	0.582540115
Kidney-related	sCr	Other	Urolithiasis	-0.0653	0.0679	-0.9622	0.33593	0.707259075
Kidney-related	eGFR	Kidney-related	UA	-0.1915	0.0612	-3.1311	0.0017415	0.03030984
Kidney-related	eGFR	Electrolyte	Na	-0.1074	0.0559	-1.9212	0.054704	0.305799436
Kidney-related	eGFR	Electrolyte	K	-0.1204	0.0609	-1.9769	0.048054	0.285987027
Kidney-related	eGFR	Electrolyte	Cl	-0.2639	0.0611	-4.3167	1.58E-05	0.000556072
Kidney-related	eGFR	Electrolyte	Ca	0.0697	0.0713	0.9775	0.32831	0.701335529
Kidney-related	eGFR	Electrolyte	P	0.0346	0.0802	0.4311	0.6664	0.88649198
Kidney-related	eGFR	Liver-related	TBil	-0.0072	0.056	-0.1288	0.89749	0.969269399
Kidney-related	eGFR	Liver-related	ZTT	-0.165	0.1062	-1.5536	0.12027	0.448549829
Kidney-related	eGFR	Liver-related	AST	-0.0092	0.0661	-0.1391	0.88938	0.966642265
Kidney-related	eGFR	Liver-related	ALT	0.0677	0.075	0.9025	0.36678	0.728062402
Kidney-related	eGFR	Liver-related	ALP	0.0345	0.0466	0.7403	0.45915	0.779601422
Kidney-related	eGFR	Liver-related	GGT	0.0402	0.084	0.4791	0.63189	0.870246692
Kidney-related	eGFR	Other biochemical	APTT	0.0098	0.0959	0.1022	0.91861	0.977889003
Kidney-related	eGFR	Other biochemical	PT	-8.00E-04	0.0667	-0.0127	0.98987	0.995429715
Kidney-related	eGFR	Other biochemical	Fbg	0.0957	0.1796	0.5328	0.5942	0.859899187
Kidney-related	eGFR	Other biochemical	CK	-0.2398	0.0503	-4.7708	1.83E-06	7.90E-05
Kidney-related	eGFR	Other biochemical	LDH	-0.1562	0.0679	-2.2986	0.021527	0.179179864
Kidney-related	eGFR	Other biochemical	CRP	-0.0539	0.1039	-0.5185	0.60408	0.863019016
Kidney-related	eGFR	Hematological	WBC	-0.0225	0.05	-0.4505	0.65233	0.880870441
Kidney-related	eGFR	Hematological	Neutro	-0.0332	0.0618	-0.5365	0.59162	0.858704196
Kidney-related	eGFR	Hematological	Eosino	0.0259	0.0575	0.4513	0.65175	0.880390824
Kidney-related	eGFR	Hematological	Baso	0.0134	0.0602	0.2226	0.82387	0.941862562
Kidney-related	eGFR	Hematological	Mono	0.054	0.0486	1.113	0.2657	0.649733333
Kidney-related	eGFR	Hematological	Lym	0.0785	0.0559	1.4036	0.16043	0.512016202
Kidney-related	eGFR	Hematological	RBC	0.063	0.0639	0.9865	0.32389	0.697664048
Kidney-related	eGFR	Hematological	Hb	0.1305	0.0516	2.5303	0.011397	0.114731753
Kidney-related	eGFR	Hematological	Ht	0.1185	0.0559	2.119	0.034093	0.237667872
Kidney-related	eGFR	Hematological	MCV	0.0337	0.0585	0.5769	0.56399	0.839127979
Kidney-related	eGFR	Hematological	MCH	0.0597	0.064	0.9317	0.35151	0.713837774
Kidney-related	eGFR	Hematological	MCHC	0.0581	0.0651	0.8914	0.37273	0.730055681
Kidney-related	eGFR	Hematological	Plt	0.0711	0.0635	1.1193	0.26303	0.648630655
Kidney-related	eGFR	Blood pressure	SBP	-0.0564	0.0658	-0.8567	0.39161	0.741559362
Kidney-related	eGFR	Blood pressure	DBP	-0.0557	0.0669	-0.8333	0.40469	0.750007591
Kidney-related	eGFR	Blood pressure	MAP	-0.0553	0.0671	-0.8244	0.40972	0.753852927
Kidney-related	eGFR	Blood pressure	PP	-0.0393	0.0597	-0.6575	0.51086	0.810586613
Kidney-related	eGFR	Echocardiographic	IVS	-0.2035	0.1285	-1.5835	0.1133	0.436568605
Kidney-related	eGFR	Echocardiographic	PW	-0.0604	0.0902	-0.6689	0.50353	0.805832882
Kidney-related	eGFR	Echocardiographic	LVDd	0.0281	0.0653	0.4297	0.66742	0.887174718
Kidney-related	eGFR	Echocardiographic	LVDs	-0.007	0.0633	-0.1113	0.91136	0.975610126
Kidney-related	eGFR	Echocardiographic	LVM	-0.0552	0.0698	-0.792	0.42836	0.767135276
Kidney-related	eGFR	Echocardiographic	LVMI	0.0369	0.0802	0.4599	0.64559	0.876378004
Kidney-related	eGFR	Echocardiographic	RWT	-0.0694	0.0896	-0.7738	0.43907	0.76994827
Kidney-related	eGFR	Echocardiographic	FS	0.0418	0.0968	0.4318	0.6659	0.88649198
Kidney-related	eGFR	Echocardiographic	EF	0.0299	0.0927	0.3222	0.74729	0.913069466
Kidney-related	eGFR	Metabolic disease	T2D	-0.0625	0.0451	-1.3851	0.16601	0.520492522
Kidney-related	eGFR	Cardiovascular disease	IS	-0.0979	0.0715	-1.369	0.17101	0.528551823
Kidney-related	eGFR	Cardiovascular disease	CeAn	-0.1198	0.0681	-1.7588	0.078614	0.369127607
Kidney-related	eGFR	Cardiovascular disease	MI	-0.157	0.0644	-2.439	0.014727	0.137311743
Kidney-related	eGFR	Cardiovascular disease	PAD	-0.0925	0.0694	-1.3332	0.18248	0.548420322
Kidney-related	eGFR	Cardiovascular disease	AF	-0.0484	0.0649	-0.7459	0.45575	0.776744306
Kidney-related	eGFR	Allergic disease	Asthma	-0.1839	0.0633	-2.9038	0.0036861	0.052490064
Kidney-related	eGFR	Allergic disease	AD	0.0334	0.0823	0.4054	0.68517	0.896110465
Kidney-related	eGFR	Autoimmune disease	GD	-0.0412	0.067	-0.6143	0.53903	0.826983268
Kidney-related	eGFR	Autoimmune disease	RA	0.0553	0.0642	0.8603	0.38963	0.740315905
Kidney-related	eGFR	Infectious disease	CHB	-0.1241	0.1236	-1.0046	0.31508	0.687000713
Kidney-related	eGFR	Infectious disease	CHC	-0.1103	0.0801	-1.3764	0.1687	0.524725338
Kidney-related	eGFR	Hematologic disease	Anemia	0.0385	0.1162	0.3311	0.74053	0.911045882
Kidney-related	eGFR	Psychiatric disease	BD	0.1295	0.0804	1.6112	0.10713	0.428082735
Kidney-related	eGFR	Psychiatric disease	SCZ	0.0598	0.0564	1.0602	0.28906	0.666734747
Kidney-related	eGFR	Musculoskeletal disease	AIS	0.086	0.0574	1.498	0.13414	0.472347709
Kidney-related	eGFR	Musculoskeletal	Osteoporosis	-0.0721	0.1356	-0.5317	0.59492	0.860105969
Kidney-related	eGFR	Tumor	LuCa	-0.0784	0.1501	-0.5223	0.60145	0.862465686
Kidney-related	eGFR	Tumor	GaCa	-0.046	0.1023	-0.45	0.65272	0.881093251
Kidney-related	eGFR	Tumor	EsCa	-0.171	0.1277	-1.3389	0.1806	0.546123243
Kidney-related	eGFR	Tumor	CoCa	-0.0698	0.0857	-0.814	0.41567	0.758157299
Kidney-related	eGFR	Tumor	PrCa	0.0219	0.0619	0.3535	0.72369	0.905278239
Kidney-related	eGFR	Tumor	BrCa	-0.1151	0.0826	-1.3932	0.16357	0.517652181
Kidney-related	eGFR	Tumor	EnCa	-0.1784	0.1363	-1.3093	0.19044	0.559882162
Kidney-related	eGFR	Tumor	UF	0.0252	0.0838	0.3002	0.76406	0.919983548
Kidney-related	eGFR	Other	Glaucoma	-0.048	0.0723	-0.6635	0.50702	0.807438113
Kidney-related	eGFR	Other	COPD	-0.0761	0.0954	-0.798	0.42486	0.766252302
Kidney-related	eGFR	Other	Epilepsy	-0.0428	0.1327	-0.3227	0.74691	0.913069466
Kidney-related	eGFR	Other	Pollinosis	-0.1164	0.0925	-1.2579	0.20841	0.582592348
Kidney-related	eGFR	Other	Urolithiasis	0.089	0.0703	1.2663	0.20539	0.580482769
Kidney-related	UA	Electrolyte	Na	-0.024	0.0485	-0.4937	0.62153	0.866757962
Kidney-related	UA	Electrolyte	K	0.1529	0.0431	3.5482	0.00038782	0.009374711
